BTCUSD Historical Data
Date,Open,High,Low,Close,Change(Pips),Change(%)
02/12/2025 08:00,96058.0,96634.0,95904.3,96071.4,13.4,0.01,
02/12/2025 04:00,95260.0,96347.0,95236.0,96058.0,798.0,0.83,
02/12/2025 00:00,95767.0,96432.0,95079.0,95314.8,-452.2,-0.47,
02/11/2025 20:00,95099.3,96646.0,94910.0,95767.5,668.2,0.70,
02/11/2025 16:00,97016.6,97187.0,94851.0,95019.0,-1997.6,-2.10,
02/11/2025 12:00,98177.5,98282.0,96630.5,97016.6,-1160.9,-1.20,
02/11/2025 08:00,98263.3,98440.0,97885.8,98281.0,17.7,0.02,
02/11/2025 04:00,97618.2,98612.0,97546.1,98276.3,658.1,0.67,
02/11/2025 00:00,97428.5,98248.0,97406.4,97618.2,189.7,0.19,
02/10/2025 20:00,97390.1,97638.0,97136.1,97441.1,51.0,0.05,
02/10/2025 16:00,97224.9,97700.0,96876.12,97480.0,255.1,0.26,
02/10/2025 12:00,97648.3,98468.0,96897.0,97224.8,-423.5,-0.44,
02/10/2025 08:00,97425.7,98081.0,97345.6,97706.9,281.2,0.29,
02/10/2025 04:00,96788.9,97746.0,96633.4,97425.8,636.9,0.65,
02/10/2025 00:00,96457.1,97242.0,95248.9,96788.9,331.8,0.34,
02/09/2025 20:00,96062.7,96776.0,94748.0,96461.4,398.7,0.41,
02/09/2025 16:00,96542.0,96601.0,95899.1,96087.0,-455.0,-0.47,
02/09/2025 12:00,96643.0,96762.0,95760.0,96481.0,-162.0,-0.17,
02/09/2025 08:00,97097.9,97365.0,96568.4,96596.0,-501.9,-0.52,
02/09/2025 04:00,97341.43,97366.0,96779.1,97091.5,-249.93,-0.26,
02/09/2025 00:00,96582.0,97346.0,96366.9,97317.0,735.0,0.76,
02/08/2025 20:00,96590.0,96838.0,96370.8,96496.4,-93.6,-0.10,
02/08/2025 16:00,95854.0,96851.0,95746.0,96590.0,736.0,0.76,
02/08/2025 12:00,96116.9,96569.0,95684.1,95835.0,-281.9,-0.29,
02/08/2025 08:00,96224.9,96338.0,95857.0,96110.0,-114.9,-0.12,
